Genus_spp,Orientation,current,Habitat_Type,os_ht,median_dens,mean_dens,sd_dens,max_dens,min_dens,cluster,os
Embiotoca jacksoni,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,0,0.2604166666666667,0.637887953849786,1.5625,0,Group 3,East
Embiotoca jacksoni,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,1.124176107991234,0.8306912730197443,0.661578060899382,1.3752458905387637,0,Group 3,East
Embiotoca jacksoni,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,1.5625,2.6041666666666665,3.072475250781797,7.8125,0,Group 3,West
Embiotoca jacksoni,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,0.7596236996744223,1.7221420231795268,2.243988250922802,5.361822873543052,0,Group 3,West
Embiotoca jacksoni,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,0.78125,0.9114583333333334,1.0446217553461272,3.125,0,Group 4,Offshore
Embiotoca jacksoni,Parallel,Up-current,High Relief,West Parallel Mid_High,0,1.1842505936715617,1.850326160610103,5.874471322905483,0,Group 4,Offshore
Embiotoca jacksoni,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,0.5669730832653076,1.8610225924182278,2.37872071850629,6.683266362100518,0,Group 4,Offshore
Embiotoca jacksoni,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,1.8469472575706982,2.4020041050267245,2.135693060877474,5.6090725562910695,0,Group 4,East
Embiotoca jacksoni,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,0.78125,1.3020833333333333,1.5362376253908985,3.125,0,Group 4,West
Embiotoca jacksoni,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,1.8470094993916566,2.397340516696573,1.9798099471436934,5.181116380151214,0,Group 4,West
Embiotoca jacksoni,Perpendicular,Down-current,High Ecotone,East Perpendicular Ecotone_High,2.34375,2.34375,2.3696485762661097,6.25,0,Group 5,East
Embiotoca jacksoni,Perpendicular,Up-current,High Relief,West Perpendicular Mid_High,0,0.6558191642696188,1.1542163441888895,2.8334515838060788,0,Group 6,West
Damalichthys vacca,Parallel,Down-current,High Ecotone,East Parallel Ecotone_High,0,0.390625,0.7066672138541334,1.5625,0,Group 1,Inshore
Damalichthys vacca,Parallel,Down-current,Low Ecotone,East Parallel Ecotone_Low,0,0,0,0,0,Group 1,Inshore
Damalichthys vacca,Parallel,Down-current,Medium Ecotone,East Parallel Ecotone_Medium,0,0.2604166666666667,0.6082023001261898,1.5625,0,Group 1,Inshore
Damalichthys vacca,Parallel,Down-current,Medium Relief,East Parallel Mid_Medium,0,0.11251406576898093,0.3897601569560424,1.3501687892277712,0,Group 1,Inshore
Damalichthys vacca,Parallel,Down-current,Low Relief,East Parallel Mid_Low,0,0.418591783862074,0.7702823994954775,2.045577765059318,0,Group 2,Inshore
Damalichthys vacca,Parallel,Up-current,Low Ecotone,West Parallel Ecotone_Low,0,0.13020833333333334,0.4510548978043951,1.5625,0,Group 2,Offshore
Damalichthys vacca,Parallel,Up-current,Medium Ecotone,West Parallel Ecotone_Medium,0,0.2604166666666667,0.9021097956087902,3.125,0,Group 2,Offshore
Damalichthys vacca,Perpendicular,Down-current,Low Relief,East Perpendicular Mid_Low,0,0.29534109744063325,0.7234349888031583,1.7720465846437994,0,Group 2,East
Damalichthys vacca,Perpendicular,Up-current,High Ecotone,West Perpendicular Ecotone_High,0,0,0,0,0,Group 2,West
Damalichthys vacca,Parallel,Down-current,High Relief,East Parallel Mid_High,0,0.3643933378366556,0.6899263247386327,1.9975330687700688,0,Group 3,Inshore
Damalichthys vacca,Parallel,Up-current,Low Relief,West Parallel Mid_Low,0,0.4377643681987659,0.8182050131526686,2.1835730755468665,0,Group 3,Offshore
Damalichthys vacca,Perpendicular,Down-current,Low Ecotone,East Perpendicular Ecotone_Low,0,0.2604166666666667,0.637887953849786,1.5625,0,Group 3,East
Damalichthys vacca,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,0,0.2604166666666667,0.637887953849786,1.5625,0,Group 3,East
Damalichthys vacca,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,0,0.3175825323077049,0.7779151553748305,1.9054951938462295,0,Group 3,East
Damalichthys vacca,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,0,0.2604166666666667,0.637887953849786,1.5625,0,Group 3,West
Damalichthys vacca,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,0.7125531909727133,0.7898763349316047,0.8737613292120973,1.794904228295357,0,Group 3,West
Damalichthys vacca,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,0,0.13020833333333334,0.4510548978043951,1.5625,0,Group 4,Offshore
Damalichthys vacca,Parallel,Up-current,High Relief,West Parallel Mid_High,0,0.612494915142167,0.9521363398198928,2.335405016837987,0,Group 4,Offshore
Damalichthys vacca,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,0,1.0045765700258706,2.249273352560046,7.285890574567762,0,Group 4,Offshore
Damalichthys vacca,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,0,2.058216034137821,4.109659897655346,10.274128767924553,0,Group 4,East
Damalichthys vacca,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,0,0,0,0,0,Group 4,West
Damalichthys vacca,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,0,1.1805530308285423,2.3158977390657323,5.78803908993345,0,Group 4,West
Damalichthys vacca,Perpendicular,Down-current,High Ecotone,East Perpendicular Ecotone_High,0,0.5208333333333334,1.275775907699572,3.125,0,Group 5,East
Damalichthys vacca,Perpendicular,Up-current,High Relief,West Perpendicular Mid_High,0.6552400859569295,1.0578097598905343,1.2557805327489644,2.8334515838060788,0,Group 6,West
Chromis punctipinnis,Parallel,Down-current,High Ecotone,East Parallel Ecotone_High,0,15.234375,28.657560443914115,78.125,0,Group 1,Inshore
Chromis punctipinnis,Parallel,Down-current,Low Ecotone,East Parallel Ecotone_Low,3.90625,6.119791666666667,7.609823679292724,23.4375,0,Group 1,Inshore
Chromis punctipinnis,Parallel,Down-current,Medium Ecotone,East Parallel Ecotone_Medium,0.78125,6.119791666666667,10.669574225675408,32.8125,0,Group 1,Inshore
Chromis punctipinnis,Parallel,Down-current,Medium Relief,East Parallel Mid_Medium,1.6840725759248134,8.873445521397043,12.482613044635178,34.88819643048019,0,Group 1,Inshore
Chromis punctipinnis,Parallel,Down-current,Low Relief,East Parallel Mid_Low,0,7.3353476488268115,16.12183539893823,42.65765215259365,0,Group 2,Inshore
Chromis punctipinnis,Parallel,Up-current,Low Ecotone,West Parallel Ecotone_Low,33.59375,64.453125,80.71591564023817,262.5,0,Group 2,Offshore
Chromis punctipinnis,Parallel,Up-current,Medium Ecotone,West Parallel Ecotone_Medium,21.875,26.432291666666668,28.698836123421714,82.8125,0,Group 2,Offshore
Chromis punctipinnis,Perpendicular,Down-current,Low Relief,East Perpendicular Mid_Low,14.453244183538636,28.13382054320595,40.94026109735083,106.03610818542425,0,Group 2,East
Chromis punctipinnis,Perpendicular,Up-current,High Ecotone,West Perpendicular Ecotone_High,4.6875,17.1875,33.16035848720578,84.375,0,Group 2,West
Chromis punctipinnis,Parallel,Down-current,High Relief,East Parallel Mid_High,11.792121035293954,28.713921647450416,43.540224458548785,149.79311298251503,0,Group 3,Inshore
Chromis punctipinnis,Parallel,Up-current,Low Relief,West Parallel Mid_Low,6.994795392432981,20.947049902744883,33.30946867846149,115.72937300398392,0,Group 3,Offshore
Chromis punctipinnis,Perpendicular,Down-current,Low Ecotone,East Perpendicular Ecotone_Low,10.9375,67.44791666666667,134.85168598701935,340.625,0,Group 3,East
Chromis punctipinnis,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,3.90625,14.322916666666666,20.14150785173907,48.4375,0,Group 3,East
Chromis punctipinnis,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,4.218886319040002,17.123001540860884,24.23437125274754,57.14308032708382,0,Group 3,East
Chromis punctipinnis,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,4.6875,34.375,64.75615318253548,164.0625,0,Group 3,West
Chromis punctipinnis,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,8.202293232901845,11.451916062088126,11.671210131583228,27.346453188279206,0,Group 3,West
Chromis punctipinnis,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,34.375,98.69791666666667,152.36044246156328,520.3125,0,Group 4,Offshore
Chromis punctipinnis,Parallel,Up-current,High Relief,West Parallel Mid_High,27.45148133908015,46.948857897669264,60.90503005650171,226.84527718767856,5.874471322905483,Group 4,Offshore
Chromis punctipinnis,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,47.80359516824464,61.984767467415,77.0646452708157,277.0415335201754,0,Group 4,Offshore
Chromis punctipinnis,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,93.9060617429654,92.86333527412833,78.50245316159936,218.58877216247544,5.191611227504096,Group 4,East
Chromis punctipinnis,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,26.5625,70.83333333333333,99.34191010931221,256.25,0,Group 4,West
Chromis punctipinnis,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,36.32121400284909,68.21751858378076,89.4179982518075,245.99166132217164,10.672989269146523,Group 4,West
Chromis punctipinnis,Perpendicular,Down-current,High Ecotone,East Perpendicular Ecotone_High,58.59375,187.5,279.77914001494105,709.375,0,Group 5,East
Chromis punctipinnis,Perpendicular,Up-current,High Relief,West Perpendicular Mid_High,8.391286782218653,14.759149585233567,17.4031226905407,43.632359078469726,0,Group 6,West
