Genus_spp,Orientation,current,Habitat_Type,os_ht,median_dens,mean_dens,sd_dens,max_dens,min_dens,cluster,os
Girella nigricans,Parallel,Down-current,Medium Relief,East Parallel Mid_Medium,0,1.362302449446704,2.2226301229662098,5.826287429844287,0,Group 3,Inshore
Girella nigricans,Parallel,Down-current,Low Relief,East Parallel Mid_Low,0,0,0,0,0,Group 4,Inshore
Girella nigricans,Parallel,Up-current,Low Ecotone,West Parallel Ecotone_Low,0,0,0,0,0,Group 4,Offshore
Girella nigricans,Parallel,Up-current,Medium Ecotone,West Parallel Ecotone_Medium,0,0,0,0,0,Group 4,Offshore
Girella nigricans,Perpendicular,Down-current,Low Relief,East Perpendicular Mid_Low,0,0,0,0,0,Group 4,East
Girella nigricans,Perpendicular,Up-current,High Ecotone,West Perpendicular Ecotone_High,0,0,0,0,0,Group 4,West
Girella nigricans,Parallel,Down-current,High Relief,East Parallel Mid_High,0,0.15960726622793556,0.5528957887279131,1.9152871947352268,0,Group 5,Inshore
Girella nigricans,Parallel,Up-current,Low Relief,West Parallel Mid_Low,1.0327081717764977,1.7401654130742985,2.1298101620997514,6.273934411426947,0,Group 5,Offshore
Girella nigricans,Perpendicular,Down-current,Low Ecotone,East Perpendicular Ecotone_Low,0,0,0,0,0,Group 5,East
Girella nigricans,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,0,0,0,0,0,Group 5,East
Girella nigricans,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,1.2956735575802512,1.4251408789241937,1.570209122747493,3.123020802390705,0,Group 5,East
Girella nigricans,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,0,0.5208333333333334,1.275775907699572,3.125,0,Group 5,West
Girella nigricans,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,2.944329389581751,2.1550396135545093,1.6906935545082453,3.590048465010578,0,Group 5,West
Girella nigricans,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,0,1.5625,4.518742534257632,15.625,0,Group 6,Offshore
Girella nigricans,Parallel,Up-current,High Relief,West Parallel Mid_High,0,2.8729274413616226,5.617568920788661,17.88946393755568,0,Group 6,Offshore
Girella nigricans,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,0,3.7999417330232377,11.041968727620905,38.580005060418124,0,Group 6,Offshore
Girella nigricans,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,0,1.402294575666289,3.434906179455064,8.413767453997734,0,Group 6,East
Girella nigricans,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,0,1.0416666666666667,1.613743060919757,3.125,0,Group 6,West
Girella nigricans,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,0,2.411753327402167,5.907565037594808,14.470519964413002,0,Group 6,West
Embiotoca jacksoni,Perpendicular,Up-current,High Relief,West Perpendicular Mid_High,0,1.3117417542118912,2.3086357689188315,5.667420172387827,0,Group 1,West
Embiotoca jacksoni,Perpendicular,Down-current,High Ecotone,East Perpendicular Ecotone_High,4.6875,4.6875,4.739297152532219,12.5,0,Group 2,East
Embiotoca jacksoni,Parallel,Down-current,High Ecotone,East Parallel Ecotone_High,3.125,2.8645833333333335,2.478004565933622,6.25,0,Group 3,Inshore
Embiotoca jacksoni,Parallel,Down-current,Low Ecotone,East Parallel Ecotone_Low,0,1.8229166666666667,2.478004565933622,6.25,0,Group 3,Inshore
Embiotoca jacksoni,Parallel,Down-current,Medium Ecotone,East Parallel Ecotone_Medium,1.5625,3.3854166666666665,4.510548978043951,12.5,0,Group 3,Inshore
Embiotoca jacksoni,Parallel,Down-current,Medium Relief,East Parallel Mid_Medium,1.2219220621863611,1.788856816303425,2.0840736934968844,5.455946804455394,0,Group 3,Inshore
Embiotoca jacksoni,Parallel,Down-current,Low Relief,East Parallel Mid_Low,0,1.1381100632997234,2.4573431328379662,8.182593747775375,0,Group 4,Inshore
Embiotoca jacksoni,Parallel,Up-current,Low Ecotone,West Parallel Ecotone_Low,1.5625,1.8229166666666667,2.0892435106922544,6.25,0,Group 4,Offshore
Embiotoca jacksoni,Parallel,Up-current,Medium Ecotone,West Parallel Ecotone_Medium,0,1.3020833333333333,2.813551991807875,9.375,0,Group 4,Offshore
Embiotoca jacksoni,Perpendicular,Down-current,Low Relief,East Perpendicular Mid_Low,1.072112012793969,1.4063979737591152,1.5857519968653953,3.2790531024238083,0,Group 4,East
Embiotoca jacksoni,Perpendicular,Up-current,High Ecotone,West Perpendicular Ecotone_High,1.5625,1.5625,1.7116329922036442,3.125,0,Group 4,West
Embiotoca jacksoni,Parallel,Down-current,High Relief,East Parallel Mid_High,1.7954381508828106,2.483013875692106,3.1294138953769304,9.582196724314485,0,Group 5,Inshore
Embiotoca jacksoni,Parallel,Up-current,Low Relief,West Parallel Mid_Low,2.3369030912129287,2.3308195389941786,2.414282791464377,6.832801911157796,0,Group 5,Offshore
Embiotoca jacksoni,Perpendicular,Down-current,Low Ecotone,East Perpendicular Ecotone_Low,4.6875,5.208333333333333,2.551551815399144,9.375,3.125,Group 5,East
Embiotoca jacksoni,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,0,0.5208333333333334,1.275775907699572,3.125,0,Group 5,East
Embiotoca jacksoni,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,2.2484139774848417,1.6613953647913762,1.3231677597693963,2.750548756207759,0,Group 5,East
Embiotoca jacksoni,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,3.125,5.208333333333333,6.144950501563594,15.625,0,Group 5,West
Embiotoca jacksoni,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,1.5192503133300366,3.444301026055074,4.48809317131887,10.724244655364416,0,Group 5,West
Embiotoca jacksoni,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,1.5625,1.8229166666666667,2.0892435106922544,6.25,0,Group 6,Offshore
Embiotoca jacksoni,Parallel,Up-current,High Relief,West Parallel Mid_High,0,2.3684864854525003,3.7006266530063257,11.748792478425397,0,Group 6,Offshore
Embiotoca jacksoni,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,1.1339554977384292,3.722182216265634,4.757659942588301,13.367260811583037,0,Group 6,Offshore
Embiotoca jacksoni,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,3.693905429914639,4.804128884932279,4.2715292999633,11.218356605330312,0,Group 6,East
Embiotoca jacksoni,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,1.5625,2.6041666666666665,3.072475250781797,6.25,0,Group 6,West
Embiotoca jacksoni,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,3.6941697238838525,4.7948205212018165,3.959748007632276,10.362724565695201,0,Group 6,West
Damalichthys vacca,Perpendicular,Up-current,High Relief,West Perpendicular Mid_High,1.3105725349965232,2.115770991357986,2.511752476021869,5.667420172387827,0,Group 1,West
Damalichthys vacca,Perpendicular,Down-current,High Ecotone,East Perpendicular Ecotone_High,0,1.0416666666666667,2.551551815399144,6.25,0,Group 2,East
Damalichthys vacca,Parallel,Down-current,High Ecotone,East Parallel Ecotone_High,0,0.5208333333333334,1.2164046002523796,3.125,0,Group 3,Inshore
Damalichthys vacca,Parallel,Down-current,Low Ecotone,East Parallel Ecotone_Low,0,0,0,0,0,Group 3,Inshore
Damalichthys vacca,Parallel,Down-current,Medium Ecotone,East Parallel Ecotone_Medium,0,0.2604166666666667,0.9021097956087902,3.125,0,Group 3,Inshore
Damalichthys vacca,Parallel,Down-current,Medium Relief,East Parallel Mid_Medium,0,0.22501708182884372,0.7794820365968819,2.7002049819461247,0,Group 3,Inshore
Damalichthys vacca,Parallel,Down-current,Low Relief,East Parallel Mid_Low,0,0.8372051483548203,1.5406083661376206,4.091296873887687,0,Group 4,Inshore
Damalichthys vacca,Parallel,Up-current,Low Ecotone,West Parallel Ecotone_Low,0,1.8229166666666667,2.478004565933622,6.25,0,Group 4,Offshore
Damalichthys vacca,Parallel,Up-current,Medium Ecotone,West Parallel Ecotone_Medium,0,1.3020833333333333,2.478004565933622,6.25,0,Group 4,Offshore
Damalichthys vacca,Perpendicular,Down-current,Low Relief,East Perpendicular Mid_Low,0,0.5907217008782584,1.4469667471407266,3.5443302052695502,0,Group 4,East
Damalichthys vacca,Perpendicular,Up-current,High Ecotone,West Perpendicular Ecotone_High,0,0,0,0,0,Group 4,West
Damalichthys vacca,Parallel,Down-current,High Relief,East Parallel Mid_High,0,0.7287753503209821,1.3798369052113992,3.9950552404654034,0,Group 5,Inshore
Damalichthys vacca,Parallel,Up-current,Low Relief,West Parallel Mid_Low,0,0.8755224074884265,1.6363991276239611,4.367176772376412,0,Group 5,Offshore
Damalichthys vacca,Perpendicular,Down-current,Low Ecotone,East Perpendicular Ecotone_Low,0,0.5208333333333334,1.275775907699572,3.125,0,Group 5,East
Damalichthys vacca,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,0,0.5208333333333334,1.275775907699572,3.125,0,Group 5,East
Damalichthys vacca,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,0,0.6351602799363939,1.5558185907274886,3.810961679618363,0,Group 5,East
Damalichthys vacca,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,0,0.5208333333333334,1.275775907699572,3.125,0,Group 5,West
Damalichthys vacca,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,1.4250790762517145,1.57978454069568,1.7475709063436515,3.590048465010578,0,Group 5,West
Damalichthys vacca,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,0,0.78125,1.413334427708267,3.125,0,Group 6,Offshore
Damalichthys vacca,Parallel,Up-current,High Relief,West Parallel Mid_High,0,1.2249548893784614,1.9042243897508582,4.670614004530363,0,Group 6,Offshore
Damalichthys vacca,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,0,2.0091933729572298,4.498687755175589,14.572372112491477,0,Group 6,Offshore
Damalichthys vacca,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,0,3.3900737554253357,7.334398852592126,18.26515276190461,0,Group 6,East
Damalichthys vacca,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,0,0,0,0,0,Group 6,West
Damalichthys vacca,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,0,2.3611828521590335,4.6319311038583875,11.576415971530402,0,Group 6,West
Chromis punctipinnis,Perpendicular,Up-current,High Relief,West Perpendicular Mid_High,22.02588358440095,31.61280558979969,35.151332075820164,87.26412866418354,0,Group 1,West
Chromis punctipinnis,Perpendicular,Down-current,High Ecotone,East Perpendicular Ecotone_High,117.1875,375,559.5582800298821,1418.75,0,Group 2,East
Chromis punctipinnis,Parallel,Down-current,High Ecotone,East Parallel Ecotone_High,0,30.46875,57.31512088782823,156.25,0,Group 3,Inshore
Chromis punctipinnis,Parallel,Down-current,Low Ecotone,East Parallel Ecotone_Low,7.8125,12.239583333333334,15.219647358585448,46.875,0,Group 3,Inshore
Chromis punctipinnis,Parallel,Down-current,Medium Ecotone,East Parallel Ecotone_Medium,1.5625,12.239583333333334,21.339148451350816,65.625,0,Group 3,Inshore
Chromis punctipinnis,Parallel,Down-current,Medium Relief,East Parallel Mid_Medium,4.917676915327874,18.065698060864356,24.600541920638978,69.77283179807098,0,Group 3,Inshore
Chromis punctipinnis,Parallel,Down-current,Low Relief,East Parallel Mid_Low,0,15.453106792142592,32.049422909541754,85.30548942119896,0,Group 4,Inshore
Chromis punctipinnis,Parallel,Up-current,Low Ecotone,West Parallel Ecotone_Low,67.1875,128.90625,161.43183128047633,525,0,Group 4,Offshore
Chromis punctipinnis,Parallel,Up-current,Medium Ecotone,West Parallel Ecotone_Medium,43.75,52.864583333333336,57.39767224684343,165.625,0,Group 4,Offshore
Chromis punctipinnis,Perpendicular,Down-current,Low Relief,East Perpendicular Mid_Low,28.90816153352128,56.26540229329274,81.87629570464523,212.06169017425725,0,Group 4,East
Chromis punctipinnis,Perpendicular,Up-current,High Ecotone,West Perpendicular Ecotone_High,9.375,34.895833333333336,67.58723144327386,171.875,0,Group 4,West
Chromis punctipinnis,Parallel,Down-current,High Relief,East Parallel Mid_High,45.41082646976386,63.744845400011755,85.74477031478946,299.5605897893287,1.9152871947352268,Group 5,Inshore
Chromis punctipinnis,Parallel,Up-current,Low Relief,West Parallel Mid_Low,13.99007396399255,42.07941124660897,66.67642361941417,231.46036893594984,0,Group 5,Offshore
Chromis punctipinnis,Perpendicular,Down-current,Low Ecotone,East Perpendicular Ecotone_Low,21.875,134.89583333333334,269.7033719740387,681.25,0,Group 5,East
Chromis punctipinnis,Perpendicular,Down-current,Medium Ecotone,East Perpendicular Ecotone_Medium,7.8125,28.645833333333332,40.28301570347814,96.875,0,Group 5,East
Chromis punctipinnis,Perpendicular,Down-current,Medium Relief,East Perpendicular Mid_Medium,8.43788229171475,34.69872047858877,49.37018200227451,117.00280553554501,0,Group 5,East
Chromis punctipinnis,Perpendicular,Up-current,Low Ecotone,West Perpendicular Ecotone_Low,9.375,68.75,129.51230636507097,328.125,0,Group 5,West
Chromis punctipinnis,Perpendicular,Up-current,Low Relief,West Perpendicular Mid_Low,16.404221225772396,22.904118501415258,23.34303544047438,54.69301127988132,0,Group 5,West
Chromis punctipinnis,Parallel,Up-current,High Ecotone,West Parallel Ecotone_High,68.75,197.39583333333334,304.72088492312656,1040.625,0,Group 6,Offshore
Chromis punctipinnis,Parallel,Up-current,High Relief,West Parallel Mid_High,59.37359029582707,96.94616423958173,122.04581606402718,459.060170104266,18.798067965480634,Group 6,Offshore
Chromis punctipinnis,Parallel,Up-current,Medium Relief,West Parallel Mid_Medium,95.61015434312947,124.64157217511469,154.44912112491713,554.0950556268755,0,Group 6,Offshore
Chromis punctipinnis,Perpendicular,Down-current,High Relief,East Perpendicular Mid_High,197.63509634018936,190.1339009852403,157.9731795915852,439.09530846238164,12.97914394169795,Group 6,East
Chromis punctipinnis,Perpendicular,Up-current,Medium Ecotone,West Perpendicular Ecotone_Medium,53.125,141.66666666666666,198.68382021862442,512.5,0,Group 6,West
Chromis punctipinnis,Perpendicular,Up-current,Medium Relief,West Perpendicular Mid_Medium,72.64589611820838,139.64319609693268,176.79220997855003,491.9976787900421,31.702222680448134,Group 6,West
